150 5548
91 95 44
91 99 50
91 100 25
91 101 12
91 103 54
91 104 93
91 107 46
91 108 2
91 109 24
91 111 78
91 113 54
91 114 24
91 115 8
91 116 96
91 118 27
91 123 81
91 124 5
91 126 32
91 127 57
91 128 23
91 130 8
91 131 75
91 132 68
91 133 46
91 135 48
91 136 6
91 140 70
91 142 75
91 143 17
91 145 96
91 149 65
92 93 35
92 96 2
92 98 62
92 99 97
92 100 42
92 101 31
92 102 84
92 103 46
92 104 96
92 105 4
92 106 65
92 108 87
92 110 62
92 111 1
92 113 46
92 114 97
92 116 37
92 117 27
92 118 21
92 120 3
92 125 77
92 126 24
92 127 92
92 128 39
92 131 34
92 133 21
92 135 24
92 136 54
92 137 77
92 138 60
92 139 12
92 141 52
92 142 73
92 143 23
92 144 44
92 145 58
92 147 72
92 148 99
92 149 30
92 150 41
93 94 50
93 95 93
93 97 68
93 98 32
93 102 8
93 103 50
93 104 37
93 105 92
93 108 91
93 113 48
93 115 60
93 119 82
93 122 15
93 123 93
93 125 83
93 127 68
93 130 39
93 132 72
93 133 83
93 134 38
93 135 60
93 139 72
93 140 43
93 144 70
93 148 87
93 149 40
93 150 34
94 96 45
94 97 28
94 102 41
94 108 4
94 110 63
94 114 60
94 115 90
94 116 45
94 118 65
94 119 27
94 120 21
94 123 42
94 124 69
94 126 64
94 127 65
94 129 75
94 130 93
94 133 64
94 138 43
94 140 97
94 142 25
94 143 3
94 144 7
94 145 29
94 146 60
94 147 50
94 148 83
94 150 52
95 98 15
95 102 14
95 112 24
95 113 43
95 114 33
95 116 13
95 123 22
95 124 10
95 125 76
95 127 2
95 129 49
95 130 55
95 131 71
95 134 26
95 135 16
95 137 6
95 138 47
95 139 70
95 141 1
95 142 9
95 143 2
95 144 27
95 145 15
95 147 80
96 98 14
96 99 80
96 101 100
96 102 59
96 103 54
96 104 27
96 105 27
96 110 57
96 112 70
96 117 41
96 122 7
96 123 72
96 125 23
96 127 36
96 128 6
96 129 5
96 130 96
96 132 3
96 133 60
96 134 99
96 136 93
96 137 74
96 139 44
96 142 64
96 143 67
96 145 38
96 147 7
96 148 93
96 150 73
97 101 98
97 103 77
97 104 35
97 105 58
97 106 47
97 109 90
97 110 94
97 114 28
97 115 59
97 116 63
97 117 5
97 119 89
97 120 11
97 121 86
97 128 95
97 129 65
97 130 88
97 131 24
97 132 99
97 135 1
97 136 11
97 140 10
97 143 75
97 144 73
97 145 65
97 146 28
97 148 84
97 149 72
98 99 23
98 100 42
98 101 3
98 102 77
98 104 14
98 105 99
98 109 90
98 110 31
98 111 11
98 113 43
98 114 52
98 115 17
98 116 68
98 118 46
98 122 56
98 125 57
98 126 37
98 127 47
98 128 2
98 129 4
98 130 89
98 131 92
98 132 5
98 135 6
98 136 10
98 138 89
98 140 71
98 142 31
98 143 98
98 144 14
98 146 22
98 147 21
98 148 96
98 149 17
99 102 70
99 104 92
99 105 61
99 107 50
99 108 50
99 110 19
99 112 27
99 113 39
99 114 11
99 119 100
99 120 11
99 121 65
99 125 16
99 126 89
99 130 24
99 131 13
99 133 72
99 134 55
99 135 72
99 139 36
99 142 45
99 144 8
99 145 67
99 146 66
99 147 60
99 149 30
100 101 69
100 102 68
100 104 82
100 106 68
100 107 57
100 113 44
100 114 90
100 117 20
100 118 29
100 119 92
100 120 2
100 122 95
100 123 91
100 125 77
100 126 2
100 129 86
100 130 81
100 131 53
100 135 64
100 136 85
100 137 21
100 140 60
100 145 42
100 147 27
100 148 73
100 150 87
101 102 21
101 103 10
101 104 81
101 105 11
101 106 58
101 107 43
101 109 98
101 111 47
101 114 50
101 120 31
101 122 96
101 124 32
101 125 45
101 126 56
101 131 8
101 133 89
101 136 79
101 138 49
101 139 1
101 141 79
101 142 12
101 144 75
101 145 21
101 149 53
102 107 55
102 110 23
102 111 58
102 112 28
102 113 21
102 115 87
102 116 75
102 117 13
102 122 20
102 123 56
102 124 73
102 126 36
102 127 16
102 133 14
102 140 83
102 144 100
102 145 64
102 148 62
102 149 82
102 150 81
103 104 66
103 105 14
103 107 4
103 110 91
103 112 55
103 113 20
103 114 24
103 117 32
103 118 51
103 119 58
103 120 91
103 121 76
103 122 89
103 127 29
103 128 17
103 129 77
103 134 76
103 138 51
103 141 38
103 142 88
103 146 42
104 107 82
104 108 17
104 109 59
104 111 79
104 113 31
104 114 68
104 116 97
104 119 24
104 120 92
104 122 72
104 126 26
104 127 9
104 128 100
104 129 70
104 130 22
104 131 7
104 137 50
104 145 98
104 146 63
104 148 40
104 149 29
104 150 88
105 107 17
105 108 36
105 109 52
105 110 12
105 113 72
105 114 81
105 115 34
105 119 49
105 122 62
105 123 14
105 124 11
105 125 4
105 127 11
105 129 73
105 130 46
105 131 72
105 135 99
105 137 44
105 140 7
105 141 56
105 149 85
106 108 77
106 109 72
106 112 97
106 116 25
106 117 66
106 120 26
106 121 1
106 122 4
106 123 90
106 125 79
106 128 32
106 129 7
106 131 55
106 132 81
106 135 79
106 136 49
106 138 74
106 139 29
106 141 26
106 144 4
106 145 18
106 146 87
106 147 16
106 148 48
106 149 32
106 150 52
107 110 38
107 111 68
107 112 90
107 113 9
107 115 3
107 116 4
107 118 15
107 120 92
107 122 3
107 123 52
107 125 70
107 126 99
107 129 69
107 130 68
107 131 2
107 132 76
107 133 38
107 135 83
107 136 73
107 137 37
107 140 80
107 141 32
107 145 19
107 146 67
108 109 41
108 110 27
108 115 3
108 116 18
108 118 29
108 121 29
108 125 43
108 126 39
108 128 38
108 129 80
108 130 77
108 136 16
108 137 71
108 138 50
108 139 1
108 141 83
108 142 82
108 143 14
108 144 45
108 147 93
109 110 74
109 115 27
109 116 49
109 121 80
109 126 21
109 127 25
109 128 35
109 129 36
109 132 95
109 134 22
109 135 36
109 139 36
109 141 30
109 144 43
109 145 95
109 148 85
109 149 79
110 111 65
110 113 40
110 117 76
110 123 83
110 127 10
110 128 58
110 131 4
110 133 29
110 135 90
110 137 60
110 144 98
110 148 20
110 149 90
111 113 21
111 115 48
111 116 72
111 122 96
111 123 60
111 124 24
111 125 6
111 127 53
111 128 63
111 129 92
111 130 79
111 131 79
111 134 38
111 137 69
111 140 23
111 144 95
111 145 36
111 146 24
111 148 41
111 149 91
112 115 87
112 116 68
112 117 100
112 119 45
112 121 64
112 127 14
112 128 84
112 129 28
112 131 85
112 132 40
112 134 80
112 135 40
112 136 25
112 139 58
112 140 65
112 142 5
112 146 5
112 147 45
112 149 35
113 116 50
113 117 52
113 118 94
113 120 25
113 121 16
113 122 4
113 124 95
113 127 77
113 128 92
113 131 21
113 133 13
113 134 65
113 135 90
113 136 9
113 137 63
113 139 69
113 142 63
113 145 12
113 147 94
113 149 89
113 150 11
114 121 36
114 123 17
114 124 39
114 125 69
114 128 16
114 129 8
114 132 35
114 134 94
114 136 10
114 137 21
114 140 31
114 142 84
114 144 62
114 150 32
115 118 18
115 119 95
115 121 80
115 122 45
115 124 4
115 125 43
115 126 58
115 127 95
115 130 30
115 133 63
115 134 31
115 135 94
115 139 84
115 145 66
115 147 64
115 148 22
115 149 66
115 150 27
116 118 2
116 122 2
116 124 4
116 125 86
116 128 71
116 129 32
116 130 8
116 131 32
116 133 59
116 134 100
116 135 37
116 136 96
116 139 59
116 141 25
116 144 78
116 145 94
116 148 27
116 149 48
117 118 40
117 119 50
117 121 95
117 127 58
117 129 2
117 130 100
117 131 2
117 133 66
117 136 95
117 137 30
117 139 87
117 144 52
117 145 85
117 146 1
117 148 75
117 149 77
117 150 73
118 121 22
118 122 83
118 124 70
118 125 7
118 129 22
118 131 40
118 133 18
118 134 94
118 136 76
118 137 10
118 139 54
118 140 76
118 142 84
118 144 71
118 146 55
118 147 67
118 148 49
118 149 21
118 150 10
119 120 64
119 122 29
119 125 94
119 126 20
119 127 7
119 130 77
119 132 48
119 135 96
119 140 61
119 142 12
119 145 96
119 146 49
119 147 7
119 149 51
119 150 6
120 121 59
120 123 72
120 124 10
120 127 55
120 128 86
120 129 6
120 133 3
120 136 33
120 137 15
120 139 50
120 142 56
120 146 51
120 148 93
120 149 93
121 122 77
121 124 88
121 125 54
121 131 5
121 133 14
121 134 91
121 135 85
121 136 22
121 138 56
121 139 12
121 140 92
121 141 9
121 142 80
121 145 59
121 147 6
122 125 51
122 126 73
122 129 48
122 132 79
122 133 7
122 135 51
122 136 33
122 137 25
122 139 19
122 143 30
122 149 35
123 124 66
123 125 6
123 126 73
123 127 1
123 128 2
123 130 7
123 132 41
123 135 3
123 136 4
123 138 56
123 140 50
123 143 57
123 145 56
123 146 51
124 125 75
124 129 42
124 131 91
124 132 36
124 133 91
124 138 21
124 139 38
124 141 36
124 142 67
124 143 28
124 145 38
124 147 71
124 148 26
125 127 64
125 130 35
125 134 15
125 136 15
125 137 30
125 138 97
125 139 93
125 142 29
125 146 81
125 149 5
126 128 14
126 129 90
126 130 41
126 131 8
126 136 51
126 139 38
126 147 40
126 149 58
126 150 37
127 130 31
127 132 4
127 133 74
127 134 25
127 136 22
127 139 69
127 146 1
127 149 73
127 150 55
128 129 22
128 134 63
128 135 67
128 136 42
128 137 49
128 139 87
128 140 49
128 141 3
128 143 91
128 144 92
128 145 66
128 146 6
128 147 36
128 148 54
128 149 1
129 130 28
129 131 20
129 133 90
129 134 6
129 135 46
129 137 38
129 138 73
129 140 65
129 142 35
129 143 30
129 144 26
129 145 23
129 147 52
130 131 40
130 132 96
130 134 45
130 135 98
130 136 5
130 138 65
130 142 66
130 144 19
130 145 2
130 146 74
130 148 59
130 149 22
130 150 17
131 132 17
131 138 51
131 140 67
131 141 54
131 143 78
131 144 74
131 146 81
131 147 54
131 148 23
132 136 81
132 142 17
132 145 42
132 150 54
133 134 98
133 136 9
133 137 27
133 138 90
133 141 21
133 144 16
133 145 8
133 148 22
133 149 54
134 141 54
134 143 69
134 148 41
134 150 96
135 140 94
135 141 52
135 142 99
135 146 63
135 147 62
135 150 92
136 138 29
136 139 14
136 141 99
136 142 2
136 144 42
136 148 57
136 149 21
136 150 51
137 138 50
137 140 25
137 141 60
137 143 43
137 147 49
137 150 77
138 141 90
138 143 28
138 144 74
138 147 68
138 149 7
139 141 50
139 142 87
139 143 50
139 145 74
139 146 55
139 148 98
139 149 42
139 150 71
140 144 83
140 146 14
140 147 49
140 149 65
140 150 2
141 142 1
141 145 51
141 150 19
142 143 12
142 146 10
142 147 56
143 144 5
143 146 85
143 148 71
143 149 98
143 150 28
144 148 69
144 149 17
144 150 89
145 146 26
145 149 46
145 150 91
146 147 59
146 148 59
146 149 50
148 149 63
148 150 43
149 150 35
